name,lat,lon,rate,rating,user_ratings_total,kind,category,city,country,price_level
"Fountain of Minerva, Place du Grand Sablon",50.841228,4.354517,3,1.3,279,"fountains,historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",landmark,Brussels,BE,1
De Vaartkapoen,50.858692,4.345307,3,3.6,220,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",sculptures,Brussels,BE,2
"Museum of Erotics and Mythology, Museum of Erotics and Mythology of Brussels (MEM)",50.841282,4.355561,2,2.1,231,"cultural,museums,interesting_places,other_museums",museums,Brussels,BE,2
"Godefroid de Bouillon - Godfried van Bouillon, Koningsplein - Beeld van Godfried van Bouillon",50.842293,4.359482,3,4.6,3067,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,installation,sculptures,monuments",monuments,Brussels,BE,1
"BELvue museum, Coudenberg",50.84272,4.360529,3,3.7,870,"palaces,architecture,historic_architecture,cultural,museums,interesting_places,other_museums",museums,Brussels,BE,2
"Fin-de-Siècle Museum, Old Masters Museum, Royal Museums of Fine Arts of Belgium",50.841642,4.358166,3,4.2,27858,"cultural,museums,interesting_places,art_galleries, cultural,museums,interesting_places,other_museums",museums,Brussels,BE,2
Royal Park Theatre,50.845764,4.365555,3,2.8,809,"cultural,theatres_and_entertainments,interesting_places,other_theatres",theatres,Brussels,BE,2
"Saint John the Baptist Church, Saint-Jean-Baptiste",50.857071,4.340358,3,1.8,123,"religion,churches,interesting_places,catholic_churches",churches,Brussels,BE,1
"Peter I Monument, Statue of Peter the Great",50.843056,4.363532,1,1.2,13,"historic,cultural,urban_environment,monuments_and_memorials,interesting_places,sculptures,monuments",sculptures,Brussels,BE,2
"Alfred Escher Statue, Alfred Escher-Statue, Alfred-Escher-Brunnen, Züri-Brunnen",47.377141,8.539968,1,2.5,81,"fountains,historic,monuments_and_memorials,burial_places,urban_environment,cultural,interesting_places,other_burial_places,sculptures,monuments, fountains,historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",monuments,Zurich,CH,1
"""Pariserbrunnen"", unbekannter Künstler, 1870 (#KiöR), Pariserbrunnen, Pestalozzi-Denkmal, Pestalozzi-Denkmal von Karl Siegwart, 1898 (#KiöR), Pestalozziwiese",47.375515,8.538829,2,2.5,872,"gardens_and_parks,cultural,urban_environment,interesting_places, historic,cultural,urban_environment,monuments_and_memorials,interesting_places,sculptures,monuments, historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments","landmark, monuments",Zurich,CH,1
"Brunnentrog mit Fischrelief, Häringsplatz",47.374912,8.543982,1,5,4,"fountains,cultural,urban_environment,interesting_places",landmark,Zurich,CH,1
Urania Sternwarte,47.374401,8.5395,3,2.8,446,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",landmark,Zurich,CH,1
"Altstadt, Brunnenfigur «Die tapferen Zürcherinnen von 1292» von Gustav Siber, 1912 (#KiöR), Lindenhof",47.373006,8.541092,3,4.3,12128,"historic,historical_places,interesting_places,historic_districts, urban_environment,cultural,interesting_places,squares","landmark, monuments",Zurich,CH,1
"Lindenhof, Turicum",47.373001,8.54072,3,4.6,12106,"historic,archaeology,interesting_places,other_archaeological_sites",monuments,Zurich,CH,1
"Rosenhof-Markt, Rosenhofbrunnen",47.372887,8.543301,2,1.4,431,"fountains,cultural,urban_environment,interesting_places",walls,Zurich,CH,1
"Focus Terra, focusTerra",47.378357,8.547457,3,4.8,453,"science_museums,cultural,museums,interesting_places",museums,Zurich,CH,2
"Haus zum Brunnhof, Wohnhaus zum Brunnenhof, Zürich",47.3731,8.54455,1,3.5,3,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",landmark,Zurich,CH,1
"Brunnen, Fountain in Schipfe 2 (ZH), Haus von Vanja, Haus zur Hindin / Haus zum kleinen Pelikan",47.372322,8.5416,1,4,3,"historic,cultural,urban_environment,monuments_and_memorials,interesting_places,sculptures,monuments, historic_architecture,architecture,interesting_places,other_buildings_and_structures","landmark, synagogues",Zurich,CH,2
Stüssibrunnen,47.372501,8.543708,1,1.7,17,"fountains,historic,monuments_and_memorials,urban_environment,cultural,natural_springs,natural,interesting_places,springs_others,sculptures,monuments",fountains,Zurich,CH,2
"Bilgeriturm, Grimmen tower, Grimmenturm, Theater am Neumarkt",47.372478,8.545647,1,2.6,5,"architecture,towers,interesting_places,other_towers, cultural,theatres_and_entertainments,interesting_places,other_theatres",landmark,Zurich,CH,1
"Pavillon-Skulptur, Pavillon-Skulptur von Max Bill, 1983 (#KiöR)",47.372299,8.538055,1,2.7,21,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",sculptures,Zurich,CH,2
Museum Strauhof,47.371723,8.540017,1,4.3,78,"cultural,museums,interesting_places,history_museums",museums,Zurich,CH,2
"Leninwohnung, Napfbrunnen",47.371834,8.544701,1,1,94,"fountains,cultural,urban_environment,interesting_places, historic,monuments_and_memorials,interesting_places,monuments",landmark,Zurich,CH,1
"David Brunnen, Winzerbrunnen",47.371346,8.541782,1,2.2,15,"fountains,cultural,urban_environment,interesting_places",monuments,Zurich,CH,1
"Synagoge ""Löwenstrasse"" der Israelitischen Cultusgemeinde Zürich (ICZ), Synagoge Zürich Löwenstrasse",47.373447,8.53512,1,4.9,47,"religion,synagogues,interesting_places",synagogues,Zurich,CH,2
St. Peter,47.371086,8.54073,3,3.9,1778,"religion,churches,interesting_places,other_churches",churches,Zurich,CH,1
"Moulagen, Moulagenmuseum",47.380421,8.5486,3,2.5,106,"cultural,museums,interesting_places,other_museums",museums,Zurich,CH,2
"Filmpodium, Kino Filmpodium",47.371532,8.536833,2,1.5,177,"cultural,cinemas,theatres_and_entertainments,interesting_places",cinemas,Zurich,CH,2
"Russian Orthodox Church of the Holy Resurrection, Russian Orthodox Church of the Resurrection",47.382481,8.546481,3,4.9,110,"religion,churches,interesting_places,other_churches",churches,Zurich,CH,1
"Münsterhof Brunnen, MünsterhofbrunnenZürich",47.370071,8.540646,1,1.1,85,"fountains,historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",sculptures,Zurich,CH,2
"""Hans-Waldmann-Denkmal"" von Hermann Haller, 1937 (#KiöR), Hans Waldmann, Helmhaus, Münsterbrücke, Wasserkirche",47.36988,8.542446,3,3.9,841,"accomodations,cultural,museums,interesting_places,other_museums,other_hotels, bridges,architecture,interesting_places,other_bridges, historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments","landmark, monuments",Zurich,CH,1
"""Junobrunnen"", 1872 (#KiöR), Junobrunnen, Parade Square, Paradeplatz",47.369946,8.53917,3,4.5,1454,"cultural,urban_environment,interesting_places,squares, fountains,cultural,urban_environment,interesting_places","landmark, sculptures",Zurich,CH,2
"Huldrych Zwingli, Ulrich Zwingli Monument",47.369473,8.543278,1,2,56,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",monuments,Zurich,CH,1
"Haus Konstruktiv, Museum Haus Konstruktiv",47.372585,8.532311,3,3.7,396,"cultural,museums,interesting_places,art_galleries",sculptures,Zurich,CH,2
"Centralhof Monument, Zentralhofbrunnen",47.36927,8.5401,1,1.4,65,"fountains,historic,monuments_and_memorials,urban_environment,cultural,natural_springs,natural,interesting_places,springs_others,sculptures,monuments",monuments,Zurich,CH,1
"Conrad Gessner, Old Botanical Garden",47.371254,8.533751,2,3.5,1729,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",landmark,Zurich,CH,1
"Battle of St. Jakob an der Sihl, blue Cinema Metropol",47.373611,8.530833,3,4.6,1046,"battlefields,historic,historical_places,interesting_places",cinemas,Zurich,CH,2
"Heinrich Zollinger Memorial, Heinrich-Zollinger-Denkmal",47.370422,8.534421,1,4.5,9,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,installation,sculptures,monuments",monuments,Zurich,CH,1
"Schauspielhaus Pfauen, Schauspielhaus Zürich",47.370136,8.549263,3,3.4,527,"cultural,theatres_and_entertainments,interesting_places,other_theatres",concert hall,Zurich,CH,3
"Hechtplatzbrunnen, Theater am Hechtplatz",47.368374,8.54469,3,3,687,"cultural,theatres_and_entertainments,interesting_places,other_theatres, fountains,historic,monuments_and_memorials,urban_environment,cultural,natural_springs,natural,interesting_places,springs_others,sculptures,monuments","concert hall, landmark",Zurich,CH,3
"Geiserbrunnen, Geiserbrunnen von Brüllmann",47.367065,8.541589,2,1.6,547,"fountains,cultural,urban_environment,interesting_places",monuments,Zurich,CH,1
Volkshaus,47.375576,8.527125,3,4.1,4507,"cultural,theatres_and_entertainments,interesting_places,music_venues,restaurants,foods,tourist_facilities",concert hall,Zurich,CH,3
Quaibrücke,47.366882,8.543144,3,3.2,2199,"bridges,architecture,interesting_places,other_bridges",parks,Zurich,CH,1
"Riffraff, Riffraff 3 + 4",47.382812,8.528986,2,3.5,1180,"cultural,cinemas,theatres_and_entertainments,interesting_places",cinemas,Zurich,CH,2
"Kino Xenix Bar, Xenix",47.375256,8.526123,3,2.4,591,"cultural,cinemas,theatres_and_entertainments,interesting_places",cinemas,Zurich,CH,2
"Ganymed, Ganymed-Skulptur, Ganymede (Zürich)",47.366013,8.541216,3,2.5,546,"cultural,urban_environment,interesting_places,sculptures, historic,cultural,urban_environment,monuments_and_memorials,interesting_places,sculptures,monuments",monuments,Zurich,CH,1
"Corso, Mascotte, Santa Lucia",47.366356,8.54674,2,3.7,1174,"architecture,historic_architecture,cultural,cinemas,theatres_and_entertainments,interesting_places,restaurants,foods,tourist_facilities,other_buildings_and_structures, cultural,cinemas,theatres_and_entertainments,interesting_places",concert hall,Zurich,CH,3
"Blumenuhr, Bürkliplatz",47.365883,8.540276,3,2,186,"cultural,urban_environment,interesting_places,installation",monuments,Zurich,CH,1
"Synagoge IRGZ, Synagoge der Israelitischen Religionsgesellschaft Zürich (IRGZ) hatte",47.368809,8.529976,1,3,54,"religion,synagogues,interesting_places",synagogues,Zurich,CH,2
"Kongresshaus Zurich, Kongresshaus Zürich",47.365719,8.537881,3,4.3,703,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",concert hall,Zurich,CH,3
"Arthouse Piccadilly 1, Arthouse Piccadilly 2, Kino Arthouse Piccadilly",47.365976,8.548921,2,2.1,506,"cultural,cinemas,theatres_and_entertainments,interesting_places",cinemas,Zurich,CH,2
"Fountain Manessenstrasse, Snake Sculpture",47.369705,8.526253,2,4.8,322,"historic,cultural,urban_environment,monuments_and_memorials,interesting_places,sculptures,monuments",public sculpture,Zurich,CH,1
"Pfarrkirche St. Joseph, St. Josef",47.386761,8.52779,1,4.5,99,"religion,churches,interesting_places,catholic_churches",churches,Zurich,CH,1
"Arnold-Bürkli-Gedenkstein, Gedenkstein Dr. Arnold Bürkli",47.363525,8.536759,1,1.6,15,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,installation,sculptures,monuments",landmark,Zurich,CH,1
"Defensive Walls. The Historical Museum of Krakow, Haberdasher Tower in Kraków",50.064735,19.94223,3,4.1,109,"towers,architecture,fortifications,historic,interesting_places,other_towers,fortified_towers",walls,Krakow,PL,1
"Church of the Holy Spirit in Kraków, Roman Catholic Parish of the Holy Cross",50.063362,19.943111,3,3.3,709,"religion,churches,interesting_places,other_churches",churches,Krakow,PL,1
"Kaplica Czartoryskich, Saint Florian's Gate, St. Florian's Gate",50.064858,19.941354,3,4.6,23464,"fortifications,defensive_walls,historic,interesting_places, religion,churches,interesting_places,other_churches",monuments,Krakow,PL,1
"Grunwald Monument, Pomnik Grunwaldzki",50.066414,19.942144,3,3.8,1479,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",monuments,Krakow,PL,1
"Pomnik Jana Matejki, The statue of Jan Matejko",50.065388,19.94105,3,3,177,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",monuments,Krakow,PL,1
"Church of the Transfiguration, Church of the Transfiguration in Krakow, Zespół klasztorny pijarów",50.064962,19.93982,3,2.6,560,"historic_architecture,architecture,interesting_places,other_buildings_and_structures, religion,churches,interesting_places,catholic_churches",churches,Krakow,PL,1
"Museum of Pharmacy, Muzeum Farmacji Collegium Medicum Uniwersytetu Jagiellońskiego",50.063225,19.940331,3,3.2,713,"cultural,museums,interesting_places,other_museums",museums,Krakow,PL,2
"Church of St. Thomas in Krakow, Church of St. Thomas the Apostle",50.062473,19.940754,1,3.5,27,"religion,churches,interesting_places,catholic_churches",churches,Krakow,PL,1
"Ignacy Paderewski statue, Pomnik Ignacego Jana Paderewskiego",50.066307,19.950203,1,3.7,18,"historic,monuments_and_memorials,interesting_places,monuments",monuments,Krakow,PL,1
"Brama Mikołajska w Krakowie, Church of St. Mary of the Snow in Kraków, Kościół MB Śnieżnej (ss. Dominikanek), Nicolaus Gate in Kraków",50.061124,19.943279,1,3.1,90,"fortifications,historic,interesting_places,other_fortifications, religion,churches,interesting_places,catholic_churches",churches,Krakow,PL,1
"Pałac Wodzickich, Pałac Wodzickich w Krakowie",50.063801,19.939301,1,3.9,5,"palaces,architecture,historic_architecture,interesting_places",palaces,Krakow,PL,3
"Church of St. Nicholas, Saint Nicholas church in Kraków",50.060875,19.947172,3,1.6,520,"religion,churches,interesting_places,catholic_churches",churches,Krakow,PL,1
"Dom Pod Globusem, House under the Globe in Kraków",50.066399,19.939199,1,1.8,45,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",landmark,Krakow,PL,1
"Church Of Sts. John the Baptist and John the Evangelist, Church of SS. John the Baptist and John the Evangelist in Krakow",50.063137,19.938948,3,4.3,205,"religion,churches,interesting_places,catholic_churches",churches,Krakow,PL,1
"Pomnik Kraka, Pomnik Kraka walczącego ze Smokiem w Krakowie",50.060734,19.941172,1,2.3,4,"historic,monuments_and_memorials,interesting_places,monuments",landmark,Krakow,PL,1
"Church of St. Barbara In Krakow, Dawny cmentarz przy Kościele Mariackim, Saint Barbara's Church, St. Mary's Basilica, Żak",50.061451,19.939528,3,4,17916,"cemeteries,historic,burial_places,interesting_places, religion,churches,interesting_places,catholic_churches","churches, monuments",Krakow,PL,1
"Church of Saint Mark, Church of St Mark the Evangelist",50.06456,19.937698,3,1.6,308,"religion,churches,interesting_places,catholic_churches",churches,Krakow,PL,1
"Church of the Immaculate Conception in Kraków, Church of the Immaculate Conception of the Blessed Virgin Mary",50.062469,19.95145,3,1.9,137,"religion,churches,interesting_places,catholic_churches",churches,Krakow,PL,1
"10 Sławkowska Street in Kraków, 14 Sławkowska Street in Kraków, 16 Sławkowska Street in Kraków, Chopin Concert Hall",50.063958,19.937536,3,4.9,1809,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",concert hall,Krakow,PL,3
"Rynek Underground, Rynek Underground Museum",50.061996,19.937775,3,4.6,8635,"cultural,museums,interesting_places,other_museums",museums,Krakow,PL,2
"Adam Mickiewicz Monument, Adam Mickiewicz Monument, Kraków",50.061466,19.93799,3,4.9,1963,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",monuments,Krakow,PL,1
"34 Old Town Market Square in Kraków, The Spiski Palace",50.0625,19.936399,1,3.3,56,"palaces,architecture,historic_architecture,interesting_places",landmark,Krakow,PL,1
"Church of St. Wojciech, St. Adalbert's church",50.06089,19.937744,3,4,1003,"religion,churches,interesting_places,catholic_churches",churches,Krakow,PL,1
"Church of Saint Francis de Sales in Krakow, Church of St. Francis de Sales in Kraków",50.068302,19.936954,1,2.3,81,"religion,churches,interesting_places,catholic_churches",churches,Krakow,PL,1
"Pomnik Tadeusza Rejtana, Tadeusz Rejtan Monument in Kraków",50.066017,19.935394,1,3.4,49,"historic,monuments_and_memorials,interesting_places,monuments",monuments,Krakow,PL,1
Town Hall Tower,50.061485,19.936415,3,3.3,2542,"towers,architecture,interesting_places,other_towers",landmark,Krakow,PL,1
"Cinema Under the Rams, Piwnica Pod Baranami",50.061604,19.935398,3,4.9,3575,"cultural,theatres_and_entertainments,interesting_places,other_theatres,foods,bars,tourist_facilities",cinemas,Krakow,PL,2
"Assault on Copenhagen, Copenhagen",55.676109,12.568334,3,4.3,373,"battlefields,historic,historical_places,interesting_places",gates,Copenhagen,DK,1
"H.C. Andersen, Statue of Andersen",55.675316,12.569119,3,2.3,496,"cultural,urban_environment,interesting_places,sculptures",monuments,Copenhagen,DK,1
"Lur Blowers, The Lure Players",55.676033,12.570201,1,4.8,38,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",monuments,Copenhagen,DK,1
"Dagmar, Dagmar Teatret",55.676353,12.566405,3,4.7,1073,"cultural,cinemas,theatres_and_entertainments,interesting_places",cinemas,Copenhagen,DK,2
"Rasmus Klump Land, Rasmus Klump Playground",55.67461,12.56933,2,3.7,127,"gardens_and_parks,cultural,urban_environment,interesting_places",parks,Copenhagen,DK,1
"Cirkusbygningen, Wallmans Circus Building",55.676079,12.565117,3,4.1,3377,"circuses,cultural,cinemas,theatres_and_entertainments,interesting_places",walls,Copenhagen,DK,1
Pantomimeteatret,55.674492,12.566541,1,2.9,51,"cultural,theatres_and_entertainments,interesting_places,other_theatres",theatres,Copenhagen,DK,2
"Glass Hall, Glassalen",55.673855,12.568494,3,4,1405,"cultural,theatres_and_entertainments,interesting_places,other_theatres",theatres,Copenhagen,DK,2
"Caritas Well, Caritas fountain by Statius Otto",55.67807,12.572345,3,1.9,565,"fountains,historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",sculptures,Copenhagen,DK,2
Jarmers Tower,55.678818,12.565681,1,1.3,45,"architecture,historic_architecture,interesting_places,destroyed_objects",landmark,Copenhagen,DK,1
"Vandkunsten, Vandkunsten Springvand",55.67609,12.574141,1,4.1,18,"fountains,historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",landmark,Copenhagen,DK,1
"Frihedsstøtten, Liberty Column",55.674202,12.563293,1,1.5,52,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",monuments,Copenhagen,DK,1
"Himmelskibet, Star Flyer",55.672695,12.567861,3,3.4,238,"towers,architecture,other_amusement_rides,interesting_places,amusements,other_towers",parks,Copenhagen,DK,1
"Georg Zoëga, Statue af Georg Zoëga",55.673038,12.571774,1,4.7,1,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",sculptures,Copenhagen,DK,2
"Diocese of Copenhagen, Museum Münterianum, Reformationsmonument, Reformationsmonumentet af Max Andersen og Harald Lønborg-Jensen",55.679325,12.571697,1,4.5,23,"historic,monuments_and_memorials,interesting_places,monuments, museums,cultural,interesting_places,other_museums","churches, monuments",Copenhagen,DK,1
"Ethnographisch Museum Kopenhagen, National Museum of Denmark",55.6745,12.5747,2,4.3,12306,"museums,cultural,interesting_places,other_museums",monuments,Copenhagen,DK,1
"Imperial, Nordisk Film Biografer Imperial",55.675247,12.56129,3,4.9,3151,"cultural,cinemas,theatres_and_entertainments,interesting_places",cinemas,Copenhagen,DK,2
Bremen Teater,55.676548,12.561025,3,4,3160,"cultural,theatres_and_entertainments,interesting_places,other_theatres",theatres,Copenhagen,DK,2
"Saint Peter's Church, Saint Petri Church",55.680016,12.57088,3,1.1,203,"religion,churches,interesting_places,other_churches",churches,Copenhagen,DK,1
"The Thinker, The Thinker by Rodin",55.672085,12.571254,1,3.4,11,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",sculptures,Copenhagen,DK,2
"Christian IX, Equestrian statue of Christian IX",55.675655,12.57884,1,2.5,90,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",monuments,Copenhagen,DK,1
"Christiansborg Palace Chapel, Christiansborg Slotskirke",55.677032,12.57932,3,2.5,241,"religion,churches,interesting_places,other_churches",churches,Copenhagen,DK,1
"Round Tower, The Round Tower, Trinitatis Kirke, Trinitatis Parish, Trinity Church",55.681538,12.57601,3,4.6,26776,"religion,churches,interesting_places,other_churches, religion,other_temples,interesting_places, towers,architecture,cultural,museums,interesting_places,observation_towers,other_museums","churches, monuments",Copenhagen,DK,1
"Absalon, Agnete and the Merman Statue, Agnete og Havmanden, Bishop Absalon",55.677799,12.58008,3,3.4,1151,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",monuments,Copenhagen,DK,1
Stork Fountain,55.678833,12.57957,3,3.4,2971,"fountains,historic,monuments_and_memorials,urban_environment,cultural,interesting_places,monuments",monuments,Copenhagen,DK,1
"Danish War Museum, The War Museum",55.674221,12.580354,3,4,2181,"cultural,museums,interesting_places,military_museums",monuments,Copenhagen,DK,1
Frederik VII,55.676556,12.581289,1,4,48,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",monuments,Copenhagen,DK,1
"Bibliotekshaven, Garden of the Royal Library",55.674641,12.5813,3,4.2,2539,"urban_environment,gardens_and_parks,cultural,interesting_places",monuments,Copenhagen,DK,1
Det Ny Teater,55.67313,12.555372,3,4.3,3002,"cultural,theatres_and_entertainments,interesting_places,other_theatres",theatres,Copenhagen,DK,2
"Nikolaj Art Gallery, Nikolaj Kunsthal, Sankt Nicolai Kirke",55.678652,12.581612,3,3.9,2568,"religion,churches,cultural,museums,interesting_places,other_museums,other_churches, religion,churches,interesting_places,other_churches",museums,Copenhagen,DK,2
Danish Jewish Museum,55.674366,12.582302,3,1.7,346,"cultural,museums,interesting_places,other_museums",museums,Copenhagen,DK,2
Børsen,55.675518,12.584024,3,3.1,1666,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",towers,Copenhagen,DK,1
Vester Vov Vov,55.671986,12.554053,3,4.1,407,"cultural,cinemas,theatres_and_entertainments,interesting_places",cinemas,Copenhagen,DK,2
"Hesten og Løven, The Lion and the Horse by Peter Husum",55.683975,12.577431,1,2.1,9,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",sculptures,Copenhagen,DK,2
"Bethlehem Parish, Bethlehem's Church",55.683056,12.556666,1,1.7,18,"religion,other_temples,interesting_places",churches,Copenhagen,DK,1
Equestrian statue of Christian V,55.680519,12.58596,1,3.8,14,"historic,cultural,urban_environment,monuments_and_memorials,interesting_places,sculptures,monuments",sculptures,Copenhagen,DK,2
"Kongernes Samling Rosenborg, Rosenborg Castle",55.685829,12.577343,3,4.6,21758,"cultural,museums,interesting_places,other_museums",monuments,Copenhagen,DK,1
The David Collection,55.684288,12.582242,3,4.3,1519,"cultural,museums,interesting_places,art_galleries",museums,Copenhagen,DK,2
"Liden Gunver, Liden Gunver by Th. Stein",55.685783,12.578871,1,1.9,16,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",sculptures,Copenhagen,DK,2
"Palmehuset, The Palm House",55.687508,12.572969,3,1.9,508,"cultural,museums,interesting_places,other_museums",gardens,Copenhagen,DK,3
"Copenhagen Amber Museum, Memorial Anchor, The Memorial Anchor",55.680775,12.587556,3,3.4,2546,"historic,monuments_and_memorials,burial_places,interesting_places,other_burial_places,monuments, museums,cultural,interesting_places,other_museums","monuments, museums",Copenhagen,DK,2
"Charlottenborg Palace, Kunsthal Charlottenborg",55.67984,12.588356,3,3.3,1192,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",art gallery,Copenhagen,DK,3
"H. C. Andersen, Monument Hans Christian Andersen",55.685612,12.581605,1,3.6,40,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",monuments,Copenhagen,DK,1
"Geologisk Museum, Museum of Natural History",55.687401,12.5768,3,4.8,3073,"museums,cultural,interesting_places,other_museums",museums,Copenhagen,DK,2
Nyhavn,55.679802,12.59063,3,4.7,24447,"historic,historical_places,interesting_places,historic_districts",landmark,Copenhagen,DK,1
"National Gallery of Art, SMK – Statens Museum for Kunst",55.688732,12.578361,3,4.8,5674,"cultural,museums,interesting_places,art_galleries",sculptures,Copenhagen,DK,2
"Spillestedet Stengade, Stengade",55.688229,12.55555,3,2.6,291,"cultural,theatres_and_entertainments,interesting_places,music_venues",concert hall,Copenhagen,DK,3
Hirschsprung Collection,55.689915,12.577481,3,3.6,653,"cultural,museums,interesting_places,art_galleries",sculptures,Copenhagen,DK,2
"Church of Our Saviour, Church of Our Saviour, Copenhagen, Stairway To Heaven, Vor Frelsers Parish",55.67285,12.594155,3,4.4,8617,"religion,churches,interesting_places,other_churches, towers,religion,architecture,other_temples,interesting_places,other_towers","churches, landmark",Copenhagen,DK,1
Yellow Palace,55.68301,12.59272,1,3.1,34,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",landmark,Copenhagen,DK,1
"Skuespilhuset, The Playhouse",55.680065,12.594705,3,4,2490,"cultural,theatres_and_entertainments,interesting_places,other_theatres",theatres,Copenhagen,DK,2
"Hans Christian Andersen, Hans Christian Andersen gravesite",55.688942,12.551839,2,1.7,394,"historic,monuments_and_memorials,burial_places,interesting_places,other_burial_places,monuments",landmark,Copenhagen,DK,1
"Amalienborg Palace Museum, Kongernes Samling Amalienborg",55.684456,12.592452,3,3.8,1170,"cultural,museums,interesting_places,other_museums",landmark,Copenhagen,DK,1
"Amalienborg, Amalienborg Palace, Rytterstatuen, Rytterstatuen af Frederik den V",55.683981,12.593147,3,5,28666,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments, palaces,architecture,historic_architecture,interesting_places",monuments,Copenhagen,DK,1
"Danmarksmonumentet, Monument of Denmark by Louis Hasselriis",55.690289,12.58175,1,2,7,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",monuments,Copenhagen,DK,1
Mosaisk Nordre Begravelsesplads,55.690895,12.557025,1,1.5,7,"cemeteries,historic,burial_places,interesting_places",mausoleums,Copenhagen,DK,2
Østre Anlæg,55.69059,12.581094,3,3.8,2406,"urban_environment,gardens_and_parks,cultural,interesting_places",parks,Copenhagen,DK,1
"Medical Museion, Medicinsk Museion",55.685959,12.591895,3,4.6,1432,"cultural,museums,interesting_places,other_museums",museums,Copenhagen,DK,2
Amaliehaven,55.683548,12.595088,3,3.3,968,"urban_environment,gardens_and_parks,cultural,interesting_places",sculptures,Copenhagen,DK,2
"Søren Kierkegaard Gravesite, Tomb of Søren Kierkegaard",55.690651,12.55302,1,3.7,53,"historic,monuments_and_memorials,burial_places,interesting_places,other_burial_places,monuments",landmark,Copenhagen,DK,1
Sankt Thomas Kirke,55.684311,12.541765,1,1.8,52,"religion,churches,interesting_places,other_churches",churches,Copenhagen,DK,1
"Empire Bio, Empire Cinema",55.691956,12.555818,3,4.2,2034,"cultural,cinemas,theatres_and_entertainments,interesting_places",cinemas,Copenhagen,DK,2
"Christian IV, Statue af Christian IV",55.690327,12.586734,1,2.3,8,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",monuments,Copenhagen,DK,1
Betty Nansen Teatret,55.673939,12.536942,3,4.3,520,"cultural,theatres_and_entertainments,interesting_places,other_theatres",theatres,Copenhagen,DK,2
Den Grå Hal,55.674702,12.6006,2,4.3,1035,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",concert hall,Copenhagen,DK,3
"Carl Nielsen Memorial, Carl Nielsen Statue",55.690823,12.588665,1,1.8,16,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",monuments,Copenhagen,DK,1
"Domnița Bălașa Church, Monumentul funerar al Domniței Bălașa, Monumentul funerar al Zoiței Doamna",44.428223,26.100258,2,3.1,1836,"historic,monuments_and_memorials,interesting_places,monuments",churches,Bucharest,RO,1
"Muzeul Curtea Veche, Statuia Vlad Ţepeş, strada Franceză",44.429934,26.101104,3,1.2,295,"historic_architecture,architecture,interesting_places,other_buildings_and_structures, museums,cultural,interesting_places,other_museums",public sculpture,Bucharest,RO,1
